concepts_name,primary_part,parts,paper_ids,supporting_titles,supporting_urls,canonical_urls,paper_row_count,verified_true_paper_rows,verification_statuses,citation_count_agg,definition,what_count,what_do_not_count,concept_text,evidence_texts,definition_variant_count,what_count_variant_count,what_not_variant_count,I_def,I_count,I_not,I_obs,A,P,label_similarity_indicator,label_similarity_ideation,label_similarity_attempt,label_similarity_behaviour,L,closest_label,V,E,evidence_preview,Q,decision,final_rank,part_rank
adverse_childhood_experience_load,Developmental and contextual vulnerability,Developmental and contextual vulnerability,S19_ACE_2001,"Childhood abuse, household dysfunction, and the risk of attempted suicide throughout the life span",https://pubmed.ncbi.nlm.nih.gov/11754674/,https://pubmed.ncbi.nlm.nih.gov/11754674/,1,,not_audited,"~2284 OpenAlex, checked 2026-06-11",Cumulative childhood adversity burden creating long-term vulnerability.,"Multiple adverse childhood experiences, unsafe upbringing, abuse, neglect, parental violence, incarceration, household substance use or mental illness.","A single ordinary childhood difficulty without threat, neglect, violence, or household dysfunction.","adverse_childhood_experience_load. Definition: Cumulative childhood adversity burden creating long-term vulnerability. What counts: Multiple adverse childhood experiences, unsafe upbringing, abuse, neglect, parental violence, incarceration, household substance use or mental illness. What does not count: A single ordinary childhood difficulty without threat, neglect, violence, or household dysfunction.","Childhood abuse, household dysfunction, and the risk of attempted suicide throughout the life span | JAMA (2001) | Adverse Childhood Experiences | distal vulnerability | Background vulnerabilities and life-context factors that shape sensitivity to later stress, separated from acute crisis state.",1,1,1,,,,,,,,,,,,,,,"Childhood abuse, household dysfunction, and the risk of attempted suicide throughout the life span | JAMA (2001) | Adverse Childhood Experiences | distal vulnerability | Background vulnerabilities and life-context factors that shape sensitivity to later stress, separated from acute crisis state.",,no_audit_include,1,1
family_responsibility_protective,"Protective buffers, coping, and care engagement","Protective buffers, coping, and care engagement",S32_REASONS_LIVING,Reasons for Staying Alive When You Are Thinking of Killing Yourself: The Reasons for Living Inventory,https://pubmed.ncbi.nlm.nih.gov/?term=Linehan+Reasons+for+Living+Inventory+1983,https://pubmed.ncbi.nlm.nih.gov/?term=Linehan+Reasons+for+Living+Inventory+1983,1,,not_audited,"~828 OpenAlex, checked 2026-06-11",Responsibility or care for family as a protective anchor.,"Children, parents, siblings, partner, family needs me, cannot abandon family.",Family stress without protective responsibility.,"family_responsibility_protective. Definition: Responsibility or care for family as a protective anchor. What counts: Children, parents, siblings, partner, family needs me, cannot abandon family. What does not count: Family stress without protective responsibility.","Reasons for Staying Alive When You Are Thinking of Killing Yourself: The Reasons for Living Inventory | Journal of Consulting and Clinical Psychology (1983) | Reasons for Living | protective factor | Reasons for living, coping, support plans, treatment engagement, means safety, and recovery capacity.",1,1,1,,,,,,,,,,,,,,,"Reasons for Staying Alive When You Are Thinking of Killing Yourself: The Reasons for Living Inventory | Journal of Consulting and Clinical Psychology (1983) | Reasons for Living | protective factor | Reasons for living, coping, support plans, treatment engagement, means safety, and recovery capacity.",,no_audit_include,115,4
pet_or_caregiving_responsibility,"Protective buffers, coping, and care engagement","Protective buffers, coping, and care engagement",S32_REASONS_LIVING,Reasons for Staying Alive When You Are Thinking of Killing Yourself: The Reasons for Living Inventory,https://pubmed.ncbi.nlm.nih.gov/?term=Linehan+Reasons+for+Living+Inventory+1983,https://pubmed.ncbi.nlm.nih.gov/?term=Linehan+Reasons+for+Living+Inventory+1983,1,,not_audited,"~828 OpenAlex, checked 2026-06-11",Responsibility for pets or dependents as a protective anchor.,"Pet needs me, I care for someone, dependent relies on me, caregiving keeps me going.",Liking animals or helping someone once without responsibility.,"pet_or_caregiving_responsibility. Definition: Responsibility for pets or dependents as a protective anchor. What counts: Pet needs me, I care for someone, dependent relies on me, caregiving keeps me going. What does not count: Liking animals or helping someone once without responsibility.","Reasons for Staying Alive When You Are Thinking of Killing Yourself: The Reasons for Living Inventory | Journal of Consulting and Clinical Psychology (1983) | Reasons for Living | protective factor | Reasons for living, coping, support plans, treatment engagement, means safety, and recovery capacity.",1,1,1,,,,,,,,,,,,,,,"Reasons for Staying Alive When You Are Thinking of Killing Yourself: The Reasons for Living Inventory | Journal of Consulting and Clinical Psychology (1983) | Reasons for Living | protective factor | Reasons for living, coping, support plans, treatment engagement, means safety, and recovery capacity.",,no_audit_include,116,5
cultural_religious_moral_objection,"Protective buffers, coping, and care engagement","Protective buffers, coping, and care engagement",S32_REASONS_LIVING,Reasons for Staying Alive When You Are Thinking of Killing Yourself: The Reasons for Living Inventory,https://pubmed.ncbi.nlm.nih.gov/?term=Linehan+Reasons+for+Living+Inventory+1983,https://pubmed.ncbi.nlm.nih.gov/?term=Linehan+Reasons+for+Living+Inventory+1983,1,,not_audited,"~828 OpenAlex, checked 2026-06-11","Cultural, religious, spiritual, or moral beliefs that inhibit self-harm/suicide.","Faith forbids it, moral objection, cultural identity gives protection, spiritual reason to live.",Religious conflict or shame without protective function.,"cultural_religious_moral_objection. Definition: Cultural, religious, spiritual, or moral beliefs that inhibit self-harm/suicide. What counts: Faith forbids it, moral objection, cultural identity gives protection, spiritual reason to live. What does not count: Religious conflict or shame without protective function.","Reasons for Staying Alive When You Are Thinking of Killing Yourself: The Reasons for Living Inventory | Journal of Consulting and Clinical Psychology (1983) | Reasons for Living | protective factor | Reasons for living, coping, support plans, treatment engagement, means safety, and recovery capacity.",1,1,1,,,,,,,,,,,,,,,"Reasons for Staying Alive When You Are Thinking of Killing Yourself: The Reasons for Living Inventory | Journal of Consulting and Clinical Psychology (1983) | Reasons for Living | protective factor | Reasons for living, coping, support plans, treatment engagement, means safety, and recovery capacity.",,no_audit_include,117,6
connectedness_protective,"Protective buffers, coping, and care engagement","Protective buffers, coping, and care engagement",S04_3ST_2021,"The three-step theory of suicide: Description, evidence, and some useful points of clarification",https://pubmed.ncbi.nlm.nih.gov/34538372/,https://pubmed.ncbi.nlm.nih.gov/34538372/,1,,not_audited,"~221 OpenAlex, checked 2026-06-11",Meaningful connection that buffers pain/hopelessness.,"Feeling connected to family/friends/community/pets, someone needs me, belonging helps me continue.",Being socially active but still feeling disconnected.,"connectedness_protective. Definition: Meaningful connection that buffers pain/hopelessness. What counts: Feeling connected to family/friends/community/pets, someone needs me, belonging helps me continue. What does not count: Being socially active but still feeling disconnected.","The three-step theory of suicide: Description, evidence, and some useful points of clarification | Preventive Medicine (2021) | Three-Step Theory | protective factor | Reasons for living, coping, support plans, treatment engagement, means safety, and recovery capacity.",1,1,1,,,,,,,,,,,,,,,"The three-step theory of suicide: Description, evidence, and some useful points of clarification | Preventive Medicine (2021) | Three-Step Theory | protective factor | Reasons for living, coping, support plans, treatment engagement, means safety, and recovery capacity.",,no_audit_include,118,7
future_orientation_positive,"Protective buffers, coping, and care engagement","Protective buffers, coping, and care engagement",S08_COG_MODEL_2008,A cognitive model of suicidal behavior: Theory and treatment,https://www.semanticscholar.org/paper/A-cognitive-model-of-suicidal-behavior%3A-Theory-and-Wenzel-Beck/0ca5b31f39e453225c41ecf429a8f8f4c59b3db6,https://www.semanticscholar.org/paper/A-cognitive-model-of-suicidal-behavior%3A-Theory-and-Wenzel-Beck/0ca5b31f39e453225c41ecf429a8f8f4c59b3db6,1,,not_audited,"~478 OpenAlex, checked 2026-06-11",Positive or possible future orientation.,"Plans, hope for improvement, future goals, looking forward, belief relief is possible.",Deadline planning without positive future meaning.,"future_orientation_positive. Definition: Positive or possible future orientation. What counts: Plans, hope for improvement, future goals, looking forward, belief relief is possible. What does not count: Deadline planning without positive future meaning.","A cognitive model of suicidal behavior: Theory and treatment | Applied and Preventive Psychology (2008) | Cognitive model / suicide mode | protective cognitive factor | Reasons for living, coping, support plans, treatment engagement, means safety, and recovery capacity.",1,1,1,,,,,,,,,,,,,,,"A cognitive model of suicidal behavior: Theory and treatment | Applied and Preventive Psychology (2008) | Cognitive model / suicide mode | protective cognitive factor | Reasons for living, coping, support plans, treatment engagement, means safety, and recovery capacity.",,no_audit_include,119,8
hope_or_relief_expectancy,"Protective buffers, coping, and care engagement","Protective buffers, coping, and care engagement",S30_CDC_2026,Risk and Protective Factors for Suicide,https://www.cdc.gov/suicide/risk-factors/index.html,https://www.cdc.gov/suicide/risk-factors/index.html,1,,not_audited,guidance/framework source; citation count not applicable,"Belief that relief, improvement, or care remains possible.","It may get better, I can get through tonight, relief is possible, treatment might help.",Sarcastic or empty use of hope without expectancy.,"hope_or_relief_expectancy. Definition: Belief that relief, improvement, or care remains possible. What counts: It may get better, I can get through tonight, relief is possible, treatment might help. What does not count: Sarcastic or empty use of hope without expectancy.","Risk and Protective Factors for Suicide | CDC (2026) | CDC socioecological risk/protective factors | protective cognitive factor | Reasons for living, coping, support plans, treatment engagement, means safety, and recovery capacity.",1,1,1,,,,,,,,,,,,,,,"Risk and Protective Factors for Suicide | CDC (2026) | CDC socioecological risk/protective factors | protective cognitive factor | Reasons for living, coping, support plans, treatment engagement, means safety, and recovery capacity.",,no_audit_include,120,9
help_seeking_or_treatment_engagement,"Protective buffers, coping, and care engagement","Protective buffers, coping, and care engagement",S30_CDC_2026,Risk and Protective Factors for Suicide,https://www.cdc.gov/suicide/risk-factors/index.html,https://www.cdc.gov/suicide/risk-factors/index.html,1,,not_audited,guidance/framework source; citation count not applicable,"Seeking or using professional, peer, or crisis support.","Calling hotline, therapy appointment, asking doctor, joining support group, reaching out for help.",Mentions treatment abstractly or refuses all help.,"help_seeking_or_treatment_engagement. Definition: Seeking or using professional, peer, or crisis support. What counts: Calling hotline, therapy appointment, asking doctor, joining support group, reaching out for help. What does not count: Mentions treatment abstractly or refuses all help.","Risk and Protective Factors for Suicide | CDC (2026) | CDC socioecological risk/protective factors | care engagement | Reasons for living, coping, support plans, treatment engagement, means safety, and recovery capacity.",1,1,1,,,,,,,,,,,,,,,"Risk and Protective Factors for Suicide | CDC (2026) | CDC socioecological risk/protective factors | care engagement | Reasons for living, coping, support plans, treatment engagement, means safety, and recovery capacity.",,no_audit_include,121,10
therapy_or_medication_engagement,"Protective buffers, coping, and care engagement","Protective buffers, coping, and care engagement",S46_COPPERSMITH_2018,Natural Language Processing of Social Media as Screening for Suicide Risk,https://pmc.ncbi.nlm.nih.gov/articles/PMC6111391/,https://pmc.ncbi.nlm.nih.gov/articles/PMC6111391/,1,,not_audited,"~516 OpenAlex, checked 2026-06-11","Engagement with therapy, medication, or mental health treatment.","Taking meds, seeing therapist, treatment working, adjusting care, psychiatric appointment.",Medication side effects only without engagement or care context.,"therapy_or_medication_engagement. Definition: Engagement with therapy, medication, or mental health treatment. What counts: Taking meds, seeing therapist, treatment working, adjusting care, psychiatric appointment. What does not count: Medication side effects only without engagement or care context.","Natural Language Processing of Social Media as Screening for Suicide Risk | Biomedical Informatics Insights (2018) | NLP screening from social media | care engagement | Reasons for living, coping, support plans, treatment engagement, means safety, and recovery capacity.",1,1,1,,,,,,,,,,,,,,,"Natural Language Processing of Social Media as Screening for Suicide Risk | Biomedical Informatics Insights (2018) | NLP screening from social media | care engagement | Reasons for living, coping, support plans, treatment engagement, means safety, and recovery capacity.",,no_audit_include,122,11
safety_plan_reference,"Protective buffers, coping, and care engagement","Protective buffers, coping, and care engagement",S33_SAFETY_PLAN_2018,Comparison of the Safety Planning Intervention With Follow-up vs Usual Care of Suicidal Patients Treated in the Emergency Department,https://pubmed.ncbi.nlm.nih.gov/29998307/,https://pubmed.ncbi.nlm.nih.gov/29998307/,1,,not_audited,"~616 OpenAlex, checked 2026-06-11",Mention of a structured safety plan or personal crisis plan.,"Safety plan, crisis plan, written steps, warning signs and coping list, plan made with clinician.","Vague desire to be safe without structured warning signs, steps, contacts, or means-safety actions.","safety_plan_reference. Definition: Mention of a structured safety plan or personal crisis plan. What counts: Safety plan, crisis plan, written steps, warning signs and coping list, plan made with clinician. What does not count: Vague desire to be safe without structured warning signs, steps, contacts, or means-safety actions.","Comparison of the Safety Planning Intervention With Follow-up vs Usual Care of Suicidal Patients Treated in the Emergency Department | JAMA Psychiatry (2018) | Safety Planning Intervention | intervention/protective | Reasons for living, coping, support plans, treatment engagement, means safety, and recovery capacity.",1,1,1,,,,,,,,,,,,,,,"Comparison of the Safety Planning Intervention With Follow-up vs Usual Care of Suicidal Patients Treated in the Emergency Department | JAMA Psychiatry (2018) | Safety Planning Intervention | intervention/protective | Reasons for living, coping, support plans, treatment engagement, means safety, and recovery capacity.",,no_audit_include,123,12
support_contact_plan,"Protective buffers, coping, and care engagement","Protective buffers, coping, and care engagement",S33_SAFETY_PLAN_2018,Comparison of the Safety Planning Intervention With Follow-up vs Usual Care of Suicidal Patients Treated in the Emergency Department,https://pubmed.ncbi.nlm.nih.gov/29998307/,https://pubmed.ncbi.nlm.nih.gov/29998307/,1,,not_audited,"~616 OpenAlex, checked 2026-06-11",Identified person/service to contact during crisis.,"Will call friend/family/therapist/hotline, list of support contacts, promised to reach out.",General social support without contact plan.,"support_contact_plan. Definition: Identified person/service to contact during crisis. What counts: Will call friend/family/therapist/hotline, list of support contacts, promised to reach out. What does not count: General social support without contact plan.","Comparison of the Safety Planning Intervention With Follow-up vs Usual Care of Suicidal Patients Treated in the Emergency Department | JAMA Psychiatry (2018) | Safety Planning Intervention | intervention/protective | Reasons for living, coping, support plans, treatment engagement, means safety, and recovery capacity.",1,1,1,,,,,,,,,,,,,,,"Comparison of the Safety Planning Intervention With Follow-up vs Usual Care of Suicidal Patients Treated in the Emergency Department | JAMA Psychiatry (2018) | Safety Planning Intervention | intervention/protective | Reasons for living, coping, support plans, treatment engagement, means safety, and recovery capacity.",,no_audit_include,124,13
means_safety_action,"Protective buffers, coping, and care engagement","Protective buffers, coping, and care engagement",S33_SAFETY_PLAN_2018,Comparison of the Safety Planning Intervention With Follow-up vs Usual Care of Suicidal Patients Treated in the Emergency Department,https://pubmed.ncbi.nlm.nih.gov/29998307/,https://pubmed.ncbi.nlm.nih.gov/29998307/,1,,not_audited,"~616 OpenAlex, checked 2026-06-11",Action to reduce access to dangerous means.,"Locked meds, gave away weapon, removed dangerous object, asked someone to supervise means.",Thinking about means without safety action.,"means_safety_action. Definition: Action to reduce access to dangerous means. What counts: Locked meds, gave away weapon, removed dangerous object, asked someone to supervise means. What does not count: Thinking about means without safety action.","Comparison of the Safety Planning Intervention With Follow-up vs Usual Care of Suicidal Patients Treated in the Emergency Department | JAMA Psychiatry (2018) | Safety Planning Intervention | intervention/protective | Reasons for living, coping, support plans, treatment engagement, means safety, and recovery capacity.",1,1,1,,,,,,,,,,,,,,,"Comparison of the Safety Planning Intervention With Follow-up vs Usual Care of Suicidal Patients Treated in the Emergency Department | JAMA Psychiatry (2018) | Safety Planning Intervention | intervention/protective | Reasons for living, coping, support plans, treatment engagement, means safety, and recovery capacity.",,no_audit_include,125,14
recovery_capacity_buffer,"Protective buffers, coping, and care engagement","Protective buffers, coping, and care engagement",S09_FVT_2006,Fluid Vulnerability Theory: A Cognitive Approach to Understanding the Process of Acute and Chronic Suicide Risk,https://pmc.ncbi.nlm.nih.gov/articles/PMC7050543/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7050543/,1,,not_audited,"~423 OpenAlex, checked 2026-06-11","Capacity to return from acute risk toward baseline through skills, support, or treatment.","I can stabilize, crisis passes with support, recovery plan, skills help me come back down.",Chronic vulnerability without recovery process.,"recovery_capacity_buffer. Definition: Capacity to return from acute risk toward baseline through skills, support, or treatment. What counts: I can stabilize, crisis passes with support, recovery plan, skills help me come back down. What does not count: Chronic vulnerability without recovery process.","Fluid Vulnerability Theory: A Cognitive Approach to Understanding the Process of Acute and Chronic Suicide Risk | Cognition and Suicide: Theory, Research, and Therapy (2006) | Fluid Vulnerability Theory | dynamic protective factor | Reasons for living, coping, support plans, treatment engagement, means safety, and recovery capacity.",1,1,1,,,,,,,,,,,,,,,"Fluid Vulnerability Theory: A Cognitive Approach to Understanding the Process of Acute and Chronic Suicide Risk | Cognition and Suicide: Theory, Research, and Therapy (2006) | Fluid Vulnerability Theory | dynamic protective factor | Reasons for living, coping, support plans, treatment engagement, means safety, and recovery capacity.",,no_audit_include,126,15
sense_of_purpose_meaning,"Protective buffers, coping, and care engagement","Protective buffers, coping, and care engagement",S32_REASONS_LIVING,Reasons for Staying Alive When You Are Thinking of Killing Yourself: The Reasons for Living Inventory,https://pubmed.ncbi.nlm.nih.gov/?term=Linehan+Reasons+for+Living+Inventory+1983,https://pubmed.ncbi.nlm.nih.gov/?term=Linehan+Reasons+for+Living+Inventory+1983,1,,not_audited,"~828 OpenAlex, checked 2026-06-11","Purpose, meaning, values, or valued future role supporting engagement with life.","My purpose, values, meaning, mission, future role, something I still care about.",Generic task or obligation without meaning.,"sense_of_purpose_meaning. Definition: Purpose, meaning, values, or valued future role supporting engagement with life. What counts: My purpose, values, meaning, mission, future role, something I still care about. What does not count: Generic task or obligation without meaning.","Reasons for Staying Alive When You Are Thinking of Killing Yourself: The Reasons for Living Inventory | Journal of Consulting and Clinical Psychology (1983) | Reasons for Living | protective meaning factor | Reasons for living, coping, support plans, treatment engagement, means safety, and recovery capacity.",1,1,1,,,,,,,,,,,,,,,"Reasons for Staying Alive When You Are Thinking of Killing Yourself: The Reasons for Living Inventory | Journal of Consulting and Clinical Psychology (1983) | Reasons for Living | protective meaning factor | Reasons for living, coping, support plans, treatment engagement, means safety, and recovery capacity.",,no_audit_include,127,16
adaptive_distraction_or_grounding,"Protective buffers, coping, and care engagement","Protective buffers, coping, and care engagement",S33_SAFETY_PLAN_2018,Comparison of the Safety Planning Intervention With Follow-up vs Usual Care of Suicidal Patients Treated in the Emergency Department,https://pubmed.ncbi.nlm.nih.gov/29998307/,https://pubmed.ncbi.nlm.nih.gov/29998307/,1,,not_audited,"~616 OpenAlex, checked 2026-06-11","Short-term adaptive distraction, grounding, or calming behavior.","Grounding, cold water, walk, music, game, breathing, distracting until urge/crisis passes.",Avoidance that worsens problems or harmful distraction.,"adaptive_distraction_or_grounding. Definition: Short-term adaptive distraction, grounding, or calming behavior. What counts: Grounding, cold water, walk, music, game, breathing, distracting until urge/crisis passes. What does not count: Avoidance that worsens problems or harmful distraction.","Comparison of the Safety Planning Intervention With Follow-up vs Usual Care of Suicidal Patients Treated in the Emergency Department | JAMA Psychiatry (2018) | Safety Planning Intervention | coping factor | Reasons for living, coping, support plans, treatment engagement, means safety, and recovery capacity.",1,1,1,,,,,,,,,,,,,,,"Comparison of the Safety Planning Intervention With Follow-up vs Usual Care of Suicidal Patients Treated in the Emergency Department | JAMA Psychiatry (2018) | Safety Planning Intervention | coping factor | Reasons for living, coping, support plans, treatment engagement, means safety, and recovery capacity.",,no_audit_include,128,17
willingness_to_wait_or_delay,"Protective buffers, coping, and care engagement","Protective buffers, coping, and care engagement",S33_SAFETY_PLAN_2018,Comparison of the Safety Planning Intervention With Follow-up vs Usual Care of Suicidal Patients Treated in the Emergency Department,https://pubmed.ncbi.nlm.nih.gov/29998307/,https://pubmed.ncbi.nlm.nih.gov/29998307/,1,,not_audited,"~616 OpenAlex, checked 2026-06-11","Commitment to wait, delay action, or get through a short time window.","Will wait until morning, get through tonight, delay decisions, promise to pause and contact someone.",Procrastination or waiting unrelated to crisis/safety.,"willingness_to_wait_or_delay. Definition: Commitment to wait, delay action, or get through a short time window. What counts: Will wait until morning, get through tonight, delay decisions, promise to pause and contact someone. What does not count: Procrastination or waiting unrelated to crisis/safety.","Comparison of the Safety Planning Intervention With Follow-up vs Usual Care of Suicidal Patients Treated in the Emergency Department | JAMA Psychiatry (2018) | Safety Planning Intervention | protective crisis management | Reasons for living, coping, support plans, treatment engagement, means safety, and recovery capacity.",1,1,1,,,,,,,,,,,,,,,"Comparison of the Safety Planning Intervention With Follow-up vs Usual Care of Suicidal Patients Treated in the Emergency Department | JAMA Psychiatry (2018) | Safety Planning Intervention | protective crisis management | Reasons for living, coping, support plans, treatment engagement, means safety, and recovery capacity.",,no_audit_include,129,18
first_person_self_focus,Digital disclosure and psycholinguistic expression,Digital disclosure and psycholinguistic expression,S44_LIWC_2022,The Development and Psychometric Properties of LIWC-22,https://www.liwc.app/static/documents/LIWC-22%20Manual%20-%20Development%20and%20Psychometrics.pdf,https://www.liwc.app/static/documents/LIWC-22%20Manual%20-%20Development%20and%20Psychometrics.pdf,1,,not_audited,psycholinguistic framework/manual; citation count not applicable,High self-referential language indicating inward focus.,"Repeated I/me/my/self statements centered on personal distress, identity, body, or failure.",Normal first-person narration without self-focused distress.,"first_person_self_focus. Definition: High self-referential language indicating inward focus. What counts: Repeated I/me/my/self statements centered on personal distress, identity, body, or failure. What does not count: Normal first-person narration without self-focused distress.","The Development and Psychometric Properties of LIWC-22 | LIWC manual (2022) | LIWC psycholinguistic categories | psycholinguistic marker | Social-media observable expression: self-focus, affective/cognitive language, disclosure, online support, and temporal shifts.",1,1,1,,,,,,,,,,,,,,,"The Development and Psychometric Properties of LIWC-22 | LIWC manual (2022) | LIWC psycholinguistic categories | psycholinguistic marker | Social-media observable expression: self-focus, affective/cognitive language, disclosure, online support, and temporal shifts.",,no_audit_include,130,1
negative_affect_language,Digital disclosure and psycholinguistic expression,Digital disclosure and psycholinguistic expression,S44_LIWC_2022,The Development and Psychometric Properties of LIWC-22,https://www.liwc.app/static/documents/LIWC-22%20Manual%20-%20Development%20and%20Psychometrics.pdf,https://www.liwc.app/static/documents/LIWC-22%20Manual%20-%20Development%20and%20Psychometrics.pdf,1,,not_audited,psycholinguistic framework/manual; citation count not applicable,Use of negative emotion words or phrases.,"Sad, angry, scared, hopeless, miserable, hate, terrible, painful emotional words.",Negative factual description without emotion or distress.,"negative_affect_language. Definition: Use of negative emotion words or phrases. What counts: Sad, angry, scared, hopeless, miserable, hate, terrible, painful emotional words. What does not count: Negative factual description without emotion or distress.","The Development and Psychometric Properties of LIWC-22 | LIWC manual (2022) | LIWC psycholinguistic categories | psycholinguistic marker | Social-media observable expression: self-focus, affective/cognitive language, disclosure, online support, and temporal shifts.",1,1,1,,,,,,,,,,,,,,,"The Development and Psychometric Properties of LIWC-22 | LIWC manual (2022) | LIWC psycholinguistic categories | psycholinguistic marker | Social-media observable expression: self-focus, affective/cognitive language, disclosure, online support, and temporal shifts.",,no_audit_include,131,2
positive_affect_language,Digital disclosure and psycholinguistic expression,Digital disclosure and psycholinguistic expression,S44_LIWC_2022,The Development and Psychometric Properties of LIWC-22,https://www.liwc.app/static/documents/LIWC-22%20Manual%20-%20Development%20and%20Psychometrics.pdf,https://www.liwc.app/static/documents/LIWC-22%20Manual%20-%20Development%20and%20Psychometrics.pdf,1,,not_audited,psycholinguistic framework/manual; citation count not applicable,"Positive emotion, relief, gratitude, or warmth in text.","Grateful, glad, relieved, happy, proud, love, thankful, hopeful affect words.",Sarcasm or positivity quoted from others without personal positive affect.,"positive_affect_language. Definition: Positive emotion, relief, gratitude, or warmth in text. What counts: Grateful, glad, relieved, happy, proud, love, thankful, hopeful affect words. What does not count: Sarcasm or positivity quoted from others without personal positive affect.","The Development and Psychometric Properties of LIWC-22 | LIWC manual (2022) | LIWC psycholinguistic categories | psycholinguistic/protective marker | Social-media observable expression: self-focus, affective/cognitive language, disclosure, online support, and temporal shifts.",1,1,1,,,,,,,,,,,,,,,"The Development and Psychometric Properties of LIWC-22 | LIWC manual (2022) | LIWC psycholinguistic categories | psycholinguistic/protective marker | Social-media observable expression: self-focus, affective/cognitive language, disclosure, online support, and temporal shifts.",,no_audit_include,132,3
death_morbid_lexicon,Digital disclosure and psycholinguistic expression,Digital disclosure and psycholinguistic expression,S44_LIWC_2022,The Development and Psychometric Properties of LIWC-22,https://www.liwc.app/static/documents/LIWC-22%20Manual%20-%20Development%20and%20Psychometrics.pdf,https://www.liwc.app/static/documents/LIWC-22%20Manual%20-%20Development%20and%20Psychometrics.pdf,1,,not_audited,psycholinguistic framework/manual; citation count not applicable,"Death, dying, funeral, corpse, grave, or morbid vocabulary without direct suicide intent/attempt label.",Death/dying/funeral/grave/morbid words in personal context.,"Direct suicidal ideation, suicide plan, or attempt statement; news/fiction/song lyric only.","death_morbid_lexicon. Definition: Death, dying, funeral, corpse, grave, or morbid vocabulary without direct suicide intent/attempt label. What counts: Death/dying/funeral/grave/morbid words in personal context. What does not count: Direct suicidal ideation, suicide plan, or attempt statement; news/fiction/song lyric only.","The Development and Psychometric Properties of LIWC-22 | LIWC manual (2022) | LIWC psycholinguistic categories | psycholinguistic marker | Social-media observable expression: self-focus, affective/cognitive language, disclosure, online support, and temporal shifts.",1,1,1,,,,,,,,,,,,,,,"The Development and Psychometric Properties of LIWC-22 | LIWC manual (2022) | LIWC psycholinguistic categories | psycholinguistic marker | Social-media observable expression: self-focus, affective/cognitive language, disclosure, online support, and temporal shifts.",,no_audit_include,133,4
absolutist_language,Digital disclosure and psycholinguistic expression,Digital disclosure and psycholinguistic expression,S49_ABSOLUTIST_2018,"In an Absolute State: Elevated Use of Absolutist Words Is a Marker Specific to Anxiety, Depression, and Suicidal Ideation",https://pmc.ncbi.nlm.nih.gov/articles/PMC6376956/,https://pmc.ncbi.nlm.nih.gov/articles/PMC6376956/,1,,not_audited,"~291 OpenAlex, checked 2026-06-11",All-or-nothing lexical style using absolute terms.,"Always, never, everyone, no one, completely, totally, forever, impossible used in distress appraisals.",Absolute terms in literal factual statements without cognitive rigidity.,"absolutist_language. Definition: All-or-nothing lexical style using absolute terms. What counts: Always, never, everyone, no one, completely, totally, forever, impossible used in distress appraisals. What does not count: Absolute terms in literal factual statements without cognitive rigidity.","In an Absolute State: Elevated Use of Absolutist Words Is a Marker Specific to Anxiety, Depression, and Suicidal Ideation | Clinical Psychological Science (2018) | Absolutist language analysis | psycholinguistic/cognitive marker | Social-media observable expression: self-focus, affective/cognitive language, disclosure, online support, and temporal shifts.",1,1,1,,,,,,,,,,,,,,,"In an Absolute State: Elevated Use of Absolutist Words Is a Marker Specific to Anxiety, Depression, and Suicidal Ideation | Clinical Psychological Science (2018) | Absolutist language analysis | psycholinguistic/cognitive marker | Social-media observable expression: self-focus, affective/cognitive language, disclosure, online support, and temporal shifts.",,no_audit_include,134,5
cognitive_process_language,Digital disclosure and psycholinguistic expression,Digital disclosure and psycholinguistic expression,S44_LIWC_2022,The Development and Psychometric Properties of LIWC-22,https://www.liwc.app/static/documents/LIWC-22%20Manual%20-%20Development%20and%20Psychometrics.pdf,https://www.liwc.app/static/documents/LIWC-22%20Manual%20-%20Development%20and%20Psychometrics.pdf,1,,not_audited,psycholinguistic framework/manual; citation count not applicable,"Words marking thinking, causation, certainty, discrepancy, or insight.","Because, think, know, should, would, why, understand, realize, maybe, certainty/uncertainty words.",Technical explanation without psychological relevance.,"cognitive_process_language. Definition: Words marking thinking, causation, certainty, discrepancy, or insight. What counts: Because, think, know, should, would, why, understand, realize, maybe, certainty/uncertainty words. What does not count: Technical explanation without psychological relevance.","The Development and Psychometric Properties of LIWC-22 | LIWC manual (2022) | LIWC psycholinguistic categories | psycholinguistic marker | Social-media observable expression: self-focus, affective/cognitive language, disclosure, online support, and temporal shifts.",1,1,1,,,,,,,,,,,,,,,"The Development and Psychometric Properties of LIWC-22 | LIWC manual (2022) | LIWC psycholinguistic categories | psycholinguistic marker | Social-media observable expression: self-focus, affective/cognitive language, disclosure, online support, and temporal shifts.",,no_audit_include,135,6
